Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
2003-0147-USA,2003,147,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,SigDam,United States of America (the),USA,Northern America,Americas,"Denver, Boulder districts (Colorado province), Wyoming province",,Transport accident,,,,,,,Kph,,,,,2003,3,20,2003,3,20,3,,,,,,,25000,71.95500655
2003-0618-USA,2003,618,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,"Pennsylvania, Connecticut, New York, New Jersey, Vermont, Virginia, Massachusetts, Rhode Island provinces",,Transport accident,,,,,,,Kph,,,,,2003,12,6,2003,12,7,13,,,,,,,,71.95500655
2003-0210-USA,2003,210,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,"Colbert, Lauderdale, Limestone, Madison, Jackson, Dekalb, Lamar, Walker,St Clair, Talladega, Shelby, Clay districts (Alabama province), Mississippi, Craighead, White, Woodruff, Cross districts (Arkansas province), Adams, Weld, Morgan districts (Colorado province), Cherokee, Franklin, Madison, Elbert, Hart, Heard, Coweta districts (Georgia province), Marion, Mahaska, Lee, Van Buren, Jefferson, Henry, Louisa districts (Iowa province), Adams, Hancock, Mc Donough, Bureau, Henry, Brown, Mason, Fulton, Pope, Schuyler, Sangamon, Pulaski, Massac, Alexander, Jasper, Mercer, Warren, Tazewell districts (Illinois province), Perry, Kosciuscko, Putnam districts (Indiana province), Crawford, Wyandotte, Leavenworth, Neosho, Labette, Cherokee, Butler, Greenwood, Osage, Woodson, Allen, Douglas, Anderson, Linn, Marion districts (Kansas province), Calloway, Webster,Daviess, Mason, Lewis, Union, Henderson, Pulaski districts (Kentucky province), Lawrence, Cass, Platte, Clay, Jackson- Kansas city, Greene, Christian, Camden, Lewis, Barton, Cedar, Polk, Hickory, Dallas, Jasper, Johnson, Newton, Dade, Pettis, Dunklin, Pemiscot, Putnam, Scott, Knox, Scotland, Clark, Macon, Shelby, Mercer, Lafayette, Saline, Cape Girardeau, Bollinger, Pulaski districts (Missouri province), Marshall, Benton, Tippah, Alcorn, Newton, Scott, Chickasaw, Monroe, Lee, Itawamba, Madison, Sunflower districts (Mississippi province), Washington, Vance, Chowan, Bertie, Hertford, Northamton districts (North Carolina province), Saunders district (Nebraska province), Okhlaoma, Moore-Cleveland, Ottawa, Stephens, Creek, Lincoln, Canadian, Caddo, Osage, Noble, Le Flore, Marshall, Love, Jefferson districts (Okhahoma province), Aiken, Abbeville, Williamsburg districts (South Carolina province), Perkins, Todd didstricts (South Dakota province), Dyer, Madison, Hamilton-Chattanooga, Gibson, Weakley, Henry, Stewart, Henderson, Carroll, Montgomery, Robertson, Williamson, Davidson, Cannon, Lincoln, Lawrence, Hardin, McNairy districts (Tennessee province), ood, Upshur, Harrison, Marion districts (Texas province)",,,,,,Yes,,,Kph,,,,,2003,5,4,2003,5,10,45,145,,15000,15145,,3200000,4000000,71.95500655
2003-0413-USA,2003,413,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,Palm Beach district (Florida province),,,,,,,,,Kph,,,,,2003,8,8,2003,8,8,,,1500,,1500,,,,71.95500655
2003-0780-USA,2003,780,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,"Mason, Tazewell, Logan, Will, De Witt districts (Illinois province)",,,,,,,,,Kph,,,,,2003,5,30,2003,5,30,,,150,45,195,,,,71.95500655
2003-0623-USA,2003,623,Natural,Geophysical,Earthquake,Ground movement,,,Declar,United States of America (the),USA,Northern America,Americas,"Paso Robles, Templeton, Atascadero, Cambria, Morro Bay, Oceano villages (San Luis Obispo district, California province)",,,,,,Yes,,7,Richter,35.7005,-121.1005,11:15,,2003,12,22,2003,12,22,2,40,,120,160,,,200000,71.95500655
2003-0663-USA,2003,663,Natural,Hydrological,Flood,Flash flood,,,Kill,United States of America (the),USA,Northern America,Americas,Los Angeles district (California province),Brief torrential rain,,,,,Yes,,250,Km2,,,,,2003,11,12,2003,11,13,18,,,,,,,,71.95500655
2003-0511-USA,2003,511,Natural,Hydrological,Flood,Riverine flood,,,Affected,United States of America (the),USA,Northern America,Americas,"Snohomish, Mason, Grays Harbor, Jefferson, Clallam, Skagit, Whatcom districts (Washington province)",Heavy rains,,,,,,,,Km2,,,,"Skokomish, Nooksack, Skagit, Stillaguamish, Sauk, Stehekin",2003,10,17,2003,10,26,,,,,,,,,71.95500655
2003-0756-USA,2003,756,Natural,Hydrological,Flood,Riverine flood,,,Affected,United States of America (the),USA,Northern America,Americas,"Tennessee, Alabama, Georgia provinces",Heavy rains,,,,,,,272100,Km2,,,,,2003,5,6,2003,5,14,3,,2000,,2000,,,17000,71.95500655
2003-0827-USA,2003,827,Natural,Meteorological,Storm,Convective storm,,,Affected,United States of America (the),USA,Northern America,Americas,"Beaumont, Port Arthur areas (Jefferson district, Texas province), Sugar Land area (Fort Bend district, Texas province), Smith district (Mississipi province), Dallas, Harris districts (Texas province), Los Angeles district (California province), Alabama, Arkansas, Florida, Georgia, Louisiana, Maryland, Missouri, North Carolina, Oklahoma, South Carolina, Tennesse, Virginia, West Virginia provinces",,,,,,Yes,,,Kph,,,,,2003,12,15,2003,12,16,2,54,,,54,,200000,3400,71.95500655
2003-0299-USA,2003,299,Natural,Climatological,Wildfire,Forest fire,,,Affected,United States of America (the),USA,Northern America,Americas,"Summerhaven area (Pima district, Arizona province), Lemmon mount (Pima district, Arizona province)",,,,,,,,16,Km2,,,,,2003,6,17,2003,6,20,,,,750,750,,,,71.95500655
2003-0518-USA,2003,518,Natural,Climatological,Wildfire,Forest fire,,,Kill,United States of America (the),USA,Northern America,Americas,"Fontana, Rancho Cucamonga areas (San Bernardino district, California province)",,,,,,Yes,,1133,Km2,,,,,2003,10,25,2003,11,4,14,104,27000,,27104,,2000000,,71.95500655
2003-0786-USA,2003,786,Natural,Climatological,Wildfire,Forest fire,,,SigDis,United States of America (the),USA,Northern America,Americas,San Bernardino district (California province),,,,,,,,607,Km2,,,,,2003,10,21,2003,11,4,4,40,,,40,,800000,3500000,71.95500655
2003-0340-USA,2003,340,Technological,Technological,Transport accident,Road,,,Kill,United States of America (the),USA,Northern America,Americas,Santa Monica (California),,,,,No,No,,,,,,,,2003,7,16,2003,7,16,10,50,,,50,,,,71.95500655
2003-0806-USA,2003,806,Technological,Technological,Transport accident,Road,,,Affected,United States of America (the),USA,Northern America,Americas,Baker (California),,,,,No,No,,,,,,,,2003,3,9,2003,3,9,,100,,,100,,,,71.95500655
2003-0502-USA,2003,502,Technological,Technological,Transport accident,Water,,"Ferry ""Andrew J. Barberi""",Kill,United States of America (the),USA,Northern America,Americas,Staten Island (New York),,,,,No,No,,,,,,,,2003,10,15,2003,10,15,11,65,,,65,,,,71.95500655
2003-0317-USA,2003,317,Technological,Technological,Miscellaneous accident,Collapse,,Plate forme,Kill,United States of America (the),USA,Northern America,Americas,Chicago,,,,,No,No,,,,,,,,2003,6,28,2003,6,28,12,57,,,57,,,,71.95500655
2003-0165-USA,2003,165,Technological,Technological,Miscellaneous accident,Fire,,Apartment buildings,Affect,United States of America (the),USA,Northern America,Americas,Yonkers (New York),,,,,No,No,,,,,,,,2003,3,14,2003,3,14,2,3,100,,103,,,,71.95500655
2003-0633-USA,2003,633,Natural,Hydrological,Landslide,Mudslide,,,Kill,United States of America (the),USA,Northern America,Americas,San Bernardino district (California province),Heavy rains,,,,,,,,,,,,,2003,12,25,2003,12,26,15,15,,,15,,,,71.95500655
2004-0249-USA,2004,249,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Affected,United States of America (the),USA,Northern America,Americas,"Geneva, Jefferson, Lauderdale, Limestone, Madison districts (Alabama province), Cross, Mississippi, Nevada districts (Arkansas province), Crawford, Jefferson, Logan, Perry, Washington districts (Illinois province), Clark, Crawford, Hamilton, Hancock, Hendricks, Jackson, Madison, Marion, Monroe, Morgan, Miami, Owen, Tippecanoe, Vanderburgh, Warrick, Washington districts (Indiana province), Buchanan, Lee, Iowa districts (Iowa province), Cloud, Harper, Marshall, Republic, Sumner districts (Kansas province), Henry, Hopkins, Jefferson, Knox, Muhlenberg, McCracken, Webster districts (Kentucky province), St. Clair district (Michigan province), Tippah district (Mississippi province), Buchanan, Clinton, DeKalb, Daviess, Harrison, Laclede, Platte, St. Louis districts (Missouri province), Holt, Lincoln districts (Nebraska province), Adams district (Ohio province), Blaine, Canadian, Creek, Custer, Kingfisher, Mayes, Oklahoma, Tulsa, Wagoner districts (Oklahoma province), Brown, Edmunds, Clay districts (South Dakota province), Bedford, Bradley, Lincoln, Franklin, Giles, Grundy, Hardin, Moore districts (Tennessee province), Cottle, Houston, Tarrant districts (Texas province), Boone, Braxton, Cabell, Jackson, Kanawha, Lewis, Logan, Mason, Morgan, Mingo, Putnam, Upshur, Wayne, Wood, Wyoming districts (West Virginia province), Louisiana province",,Flood,Hail,,,Yes,,,Kph,,,,,2004,5,29,2004,6,2,10,,1000,,1000,,450000,700000,73.88141244
2004-0348-USA,2004,348,Natural,Climatological,Wildfire,Forest fire,,,Affected,United States of America (the),USA,Northern America,Americas,"Carson City district (Nevada province), Los Angeles district (California province)",,Heat wave,Storm,,,,,68,Km2,,,,,2004,7,12,2004,7,16,,,200,42,242,,,,73.88141244
2004-0462-USA,2004,462,Natural,Meteorological,Storm,Tropical cyclone,,Ivan,Kill,United States of America (the),USA,Northern America,Americas,"Alabama, Louisiana, Mississippi, Florida, Pennsylvania, Maryland, New Jersey, Ohio, North Carolina, West Virginia, Georgia, Tennessee provinces",,"Slide (land, mud, snow, rock)",Flood,,,Yes,,,Kph,,,,,2004,9,15,2004,9,16,52,,,,,,12000000,18000000,73.88141244
2004-0245-USA,2004,245,Natural,Meteorological,Storm,Convective storm,Hail,,Affected,United States of America (the),USA,Northern America,Americas,"Morgan, Sangamon, Scott districts (Illinois province), Clark, Floyd, Washington districts (Indiana province), Adair, Appanoose, Benton, Clay, Dallas, Grundy, Humboldt, Jones, Linn, Marshall, Pocahontas, Story, Warren districts (Iowa province), Jackson, Linn, Shawnee, Republic districts (Kansas province), Estill, Fayette, Henderson, Henry, Magoffin, Martin, Powell, Pulaski districts (Kentucky province), Washington district (Maryland province), Sanilac, St. Clair, Tuscola districts (Michigan province), Gentry, Holt, Linn, Livingston, Macon, St. Clair districts (Missouri province), Adams, Cass, Clay, Custer, Franklin, Fillmore, Furnas, Gage, Harlan, Jefferson, Lancaster, Nuckolls, Otoe, Saline, Thayer, Webster, York districts (Nebraska province), Broome, Delaware districts (New York province), Athens, Brown, Fayette, Perry, Ross districts (Ohio province), Caddo, Noble, Osage, Pawnee, Tillman districts (Oklahoma province), Crawford district (Pennsylvania province), Hawkins district (Tennessee province), Nolan, Taylor, Val Verde districts (Texas province), Lancaster, Lee, Loudoun, Scott districts (Virginia province), Berkeley district (West Virginia province), Manitowoc, Dane, Columbia districts (Wisconsin province), North Carolina, South Carolina provinces",,Hail,Flood,,,,,,Kph,,,,,2004,5,21,2004,5,27,5,37,6000,408,6445,,800000,1100000,73.88141244
2004-0031-USA,2004,31,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,"North Carolina, South Carolina, Iowa, Missouri, Ohio, Maryland, Nebraska, New York, Virginia, Minnesota, Indiana, Illinois, Pennsylvania, Oklahoma, Georgia, Kansas, New Jersey, West Virginia, Maine provinces",,Cold wave,Transport accident,,,Yes,,,Kph,,,,,2004,1,15,2004,1,29,56,,,,,,,60000,73.88141244
2004-0121-USA,2004,121,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,"Arkansas, Louisiana, North Carolina, Oklahoma, South Carolina, Texas, Virginia, Kansas, Missouri, Mississippi provinces",,Flood,Transport accident,,,,,,Kph,,,,,2004,3,4,2004,3,7,9,,1404,345,1749,,200000,300000,73.88141244
2004-0731-USA,2004,731,Natural,Meteorological,Storm,Convective storm,Hail,,SigDam,United States of America (the),USA,Northern America,Americas,"Arkansas, Illinois, Iowa, Indiana, Missouri, Oklahoma provinces",,Hail,,,,,,,Kph,,,,,2004,3,20,2004,3,21,9,14,,,14,,200000,,73.88141244
2004-0455-USA,2004,455,Natural,Meteorological,Storm,Tropical cyclone,,Frances,Declar,United States of America (the),USA,Northern America,Americas,"Martin, Palm Beach districts (Florida province), North Carolina, South Carolina, Ohio provinces",,Rain,,,,Yes,,,Kph,,,,,2004,9,5,2004,9,5,47,,5000000,,5000000,,5000000,11000000,73.88141244
2004-0196-USA,2004,196,Natural,Climatological,Wildfire,Forest fire,,,Affected,United States of America (the),USA,Northern America,Americas,"Los Angeles, Riverside, San Diego, Santa Barbara districts (California province)",,Heat wave,,,,,,66,Km2,,,,,2004,5,2,2004,5,4,,,15000,,15000,,,,73.88141244
2004-0338-USA,2004,338,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Affected,United States of America (the),USA,Northern America,Americas,"Milam, Guadalupe, Bexar districts (Texas province), Eagle district (Colorado province), Mississippi province, Richland district (South Carolina province), Franklinton city (Washington district, Louisiana province), Bufford city (Gwinnett district, Georgia province)",,Flood,,,,,,,Kph,,,,,2004,6,28,2004,6,28,4,6,307,,313,,,170,73.88141244
2004-0448-USA,2004,448,Natural,Meteorological,Storm,Tropical cyclone,,Gaston,SigDam,United States of America (the),USA,Northern America,Americas,"Richmond, Lynchburg, Chesterfield districts (Virginia province), South Carolina, North Carolina provinces",,Flood,,,,Yes,,,Kph,,,,,2004,8,29,2004,8,30,7,,,,,,62500,62500,73.88141244
2004-0415-USA,2004,415,Natural,Meteorological,Storm,Tropical cyclone,,Charley,Kill,United States of America (the),USA,Northern America,Americas,"Bay, Calhoun, Escambia, Franklin, Gadsden, Gulf, Holmes, Jackson, Jefferson, Leon, Liberty, Madison, Okaloosa, Santa Rosa, Taylor, Wakulla, Walton, Washington districts (Florida province), South Carolina, North Carolina provinces",,Transport accident,,,,Yes,,230,Kph,,,,,2004,8,13,2004,8,13,10,,30000,,30000,,7600000,16000000,73.88141244
2004-0502-USA,2004,502,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,Caroline district (Virginia province),,,,,,,,,Kph,,,,,2004,9,8,2004,9,8,,,189,,189,,,2100,73.88141244
2004-0146-USA,2004,146,Natural,Hydrological,Flood,Riverine flood,,,Affected,United States of America (the),USA,Northern America,Americas,"Antigo area (Langlade district, Wisconsin province), Pembina, Walsh districts (North Dakota province)","Melting sow, heavy rain",,,,,Yes,,,Km2,,,,,2004,3,28,2004,4,11,,,306,,306,,,4500,73.88141244
2004-0248-USA,2004,248,Natural,Hydrological,Flood,Riverine flood,,,Affected,United States of America (the),USA,Northern America,Americas,"Wayne, Oakland, Macomb, Livingston districts (Michigan province)",,,,,,,,,Km2,,,,,2004,5,28,2004,5,28,,,4929,,4929,,,,73.88141244
2004-0572-USA,2004,572,Natural,Hydrological,Flood,Riverine flood,,,Affected,United States of America (the),USA,Northern America,Americas,"Manoa Valley area (Honolulu district, Hawaii province)",Heavy rains,,,,,Yes,,,Km2,,,,,2004,10,30,2004,10,30,,,105,,105,,,1000,73.88141244
2004-0675-USA,2004,675,Natural,Hydrological,Flood,Riverine flood,,,SigDam,United States of America (the),USA,Northern America,Americas,"Pennsylvania, New Jersey provinces",,,,,,,,,Km2,,,,,2004,7,12,2004,7,14,1,,,,,,370000,500000,73.88141244
2004-0473-USA,2004,473,Natural,Meteorological,Storm,Tropical cyclone,,Jeanne,Kill,United States of America (the),USA,Northern America,Americas,Florida province,,,,,,Yes,,,Kph,,,,,2004,9,25,2004,9,26,6,,40000,,40000,,4900000,8000000,73.88141244
2004-0740-USA,2004,740,Natural,Meteorological,Extreme temperature,Cold wave,,,Affected,United States of America (the),USA,Northern America,Americas,"Connecticut, Delaware, Maryland, Maine, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont provinces",,,,,,,,,°C,,,,,2004,1,9,2004,1,12,3,,,,,,450000,,73.88141244
2004-0446-USA,2004,446,Natural,Climatological,Wildfire,Forest fire,,,Affected,United States of America (the),USA,Northern America,Americas,"Shasta Lake area (Shasta districts, California province)",,,,,,,,4046,Km2,,,,,2004,8,13,2004,8,14,,5,,240,245,,,,73.88141244
2004-0697-USA,2004,697,Technological,Technological,Transport accident,Rail,,,Affected,United States of America (the),USA,Northern America,Americas,New York,,,,,No,No,,,,,,,,2004,4,19,2004,4,19,,130,,,130,,,,73.88141244
2004-0086-USA,2004,86,Technological,Technological,Industrial accident,Explosion,,"Chemical/oil carrier ""Bow Mariner""",Kill,United States of America (the),USA,Northern America,Americas,Near Virginia coast,,,,,No,No,,,m3,,,,,2004,2,28,2004,2,28,21,6,,,6,,,,73.88141244
2004-0716-USA,2004,716,Technological,Technological,Miscellaneous accident,Other,,Salmonella poisoning,Affected,United States of America (the),USA,Northern America,Americas,"Pennsylvania, Ohio, Maryland, Virginia, West Virginia",,,,,No,No,,,,,,,,2004,7,2,2004,7,23,,289,,,289,,,,73.88141244
2004-0405-USA,2004,405,Technological,Technological,Miscellaneous accident,Fire,,"Apartment building ""Mountain Venture complex""",Affected,United States of America (the),USA,Northern America,Americas,Covina (California),,,,,No,No,,,,,,,,2004,7,18,2004,7,18,,,,100,100,,,,73.88141244
